Date,Year,Month,Day,Day_of_Week,Season,AQI,AQI_Category,PM2_5,PM10,NO2,SO2,CO,O3,Data_Source
2023-07-27,2023,7,27,Thursday,Monsoon,87,Satisfactory,29.2,45.1,11.2,3.8,0.77,20.3,Interpolated_from_baseline
2023-07-28,2023,7,28,Friday,Monsoon,105,Moderate,37.1,51.5,14.6,4.6,1.07,22.9,Interpolated_from_baseline
2023-07-29,2023,7,29,Saturday,Monsoon,93,Satisfactory,32.3,51.3,12.1,5.0,0.89,23.4,Interpolated_from_baseline
2023-07-30,2023,7,30,Sunday,Monsoon,96,Satisfactory,33.6,50.0,12.4,4.8,1.01,20.2,Interpolated_from_baseline
2023-07-31,2023,7,31,Monday,Monsoon,94,Satisfactory,32.5,45.3,10.9,4.2,1.01,20.8,Interpolated_from_baseline
2023-08-01,2023,8,1,Tuesday,Monsoon,103,Moderate,36.2,55.7,13.3,4.9,1.14,18.9,Interpolated_from_baseline
2023-08-02,2023,8,2,Wednesday,Monsoon,92,Satisfactory,31.7,51.3,12.9,4.4,0.88,20.7,Interpolated_from_baseline
2023-08-03,2023,8,3,Thursday,Monsoon,95,Satisfactory,33.0,52.4,12.8,4.7,0.97,19.4,Interpolated_from_baseline
2023-08-04,2023,8,4,Friday,Monsoon,83,Satisfactory,27.2,40.0,11.1,3.1,0.89,20.3,Interpolated_from_baseline
2023-08-05,2023,8,5,Saturday,Monsoon,106,Moderate,37.4,56.0,14.9,5.6,1.1,19.1,Interpolated_from_baseline
2023-08-06,2023,8,6,Sunday,Monsoon,87,Satisfactory,29.4,44.8,11.8,3.6,0.91,20.5,Interpolated_from_baseline
2023-08-07,2023,8,7,Monday,Monsoon,92,Satisfactory,31.5,48.9,12.7,3.8,0.89,21.9,Interpolated_from_baseline
2023-08-08,2023,8,8,Tuesday,Monsoon,101,Moderate,35.6,50.7,14.2,4.7,1.0,21.5,Interpolated_from_baseline
2023-08-09,2023,8,9,Wednesday,Monsoon,105,Moderate,37.2,54.5,13.9,4.5,1.09,21.9,Interpolated_from_baseline
2023-08-10,2023,8,10,Thursday,Monsoon,73,Satisfactory,22.4,32.3,8.5,2.8,0.72,18.5,Interpolated_from_baseline
2023-08-11,2023,8,11,Friday,Monsoon,97,Satisfactory,33.8,48.6,11.1,4.1,1.02,19.3,Interpolated_from_baseline
2023-08-12,2023,8,12,Saturday,Monsoon,95,Satisfactory,32.9,51.9,11.9,4.1,1.01,20.8,Interpolated_from_baseline
2023-08-13,2023,8,13,Sunday,Monsoon,88,Satisfactory,29.8,41.4,11.5,4.2,0.89,21.4,Interpolated_from_baseline
2023-08-14,2023,8,14,Monday,Monsoon,94,Satisfactory,32.6,51.3,12.2,4.8,0.91,18.4,Interpolated_from_baseline
2023-08-15,2023,8,15,Tuesday,Monsoon,96,Satisfactory,33.7,50.8,13.7,3.9,0.92,19.8,Interpolated_from_baseline
2023-08-16,2023,8,16,Wednesday,Monsoon,97,Satisfactory,33.9,54.4,11.9,4.5,0.91,18.6,Interpolated_from_baseline
2023-08-17,2023,8,17,Thursday,Monsoon,107,Moderate,37.8,56.3,13.9,5.0,1.18,18.6,Interpolated_from_baseline
2023-08-18,2023,8,18,Friday,Monsoon,100,Satisfactory,35.4,49.1,12.4,5.0,0.99,20.7,Interpolated_from_baseline
2023-08-19,2023,8,19,Saturday,Monsoon,86,Satisfactory,28.8,45.7,9.7,4.1,0.93,21.8,Interpolated_from_baseline
2023-08-20,2023,8,20,Sunday,Monsoon,108,Moderate,38.2,59.0,14.0,5.3,1.25,20.3,Interpolated_from_baseline
2023-08-21,2023,8,21,Monday,Monsoon,108,Moderate,38.5,55.1,14.7,5.0,1.2,18.4,Interpolated_from_baseline
2023-08-22,2023,8,22,Tuesday,Monsoon,109,Moderate,38.9,59.8,16.0,4.5,1.3,19.6,Interpolated_from_baseline
2023-08-23,2023,8,23,Wednesday,Monsoon,100,Satisfactory,35.3,53.5,13.7,5.2,1.03,19.3,Interpolated_from_baseline
2023-08-24,2023,8,24,Thursday,Monsoon,101,Moderate,35.7,55.0,14.1,5.1,1.15,19.7,Interpolated_from_baseline
2023-08-25,2023,8,25,Friday,Monsoon,96,Satisfactory,33.4,50.5,10.8,4.2,0.97,19.6,Interpolated_from_baseline
2023-08-26,2023,8,26,Saturday,Monsoon,92,Satisfactory,31.6,48.9,11.3,4.1,0.89,19.5,Interpolated_from_baseline
2023-08-27,2023,8,27,Sunday,Monsoon,105,Moderate,37.2,56.9,13.5,4.8,1.21,20.1,Interpolated_from_baseline
2023-08-28,2023,8,28,Monday,Monsoon,107,Moderate,38.1,57.0,12.4,4.8,1.11,19.6,Interpolated_from_baseline
2023-08-29,2023,8,29,Tuesday,Monsoon,108,Moderate,38.2,58.3,14.9,5.6,1.21,21.8,Interpolated_from_baseline
2023-08-30,2023,8,30,Wednesday,Monsoon,122,Moderate,44.0,60.9,15.0,5.0,1.37,21.6,Interpolated_from_baseline
2023-08-31,2023,8,31,Thursday,Monsoon,98,Satisfactory,34.4,48.0,13.9,4.4,0.93,19.9,Interpolated_from_baseline
2023-09-01,2023,9,1,Friday,Post-Monsoon,111,Moderate,39.4,56.3,13.9,5.3,1.21,22.2,Interpolated_from_baseline
2023-09-02,2023,9,2,Saturday,Post-Monsoon,113,Moderate,40.3,61.9,14.2,5.6,1.05,20.6,Interpolated_from_baseline
2023-09-03,2023,9,3,Sunday,Post-Monsoon,87,Satisfactory,29.4,44.9,10.1,4.2,0.88,20.3,Interpolated_from_baseline
2023-09-04,2023,9,4,Monday,Post-Monsoon,93,Satisfactory,32.1,51.2,11.9,5.0,0.93,20.0,Interpolated_from_baseline
2023-09-05,2023,9,5,Tuesday,Post-Monsoon,117,Moderate,41.8,63.4,17.2,6.2,1.29,23.7,Interpolated_from_baseline
2023-09-06,2023,9,6,Wednesday,Post-Monsoon,103,Moderate,36.3,54.9,13.2,5.7,1.14,21.4,Interpolated_from_baseline
2023-09-07,2023,9,7,Thursday,Post-Monsoon,103,Moderate,36.5,51.9,14.5,4.9,1.12,21.7,Interpolated_from_baseline
2023-09-08,2023,9,8,Friday,Post-Monsoon,103,Moderate,36.5,55.3,13.4,5.3,0.96,23.0,Interpolated_from_baseline
2023-09-09,2023,9,9,Saturday,Post-Monsoon,106,Moderate,37.5,58.9,13.0,4.7,0.95,22.6,Interpolated_from_baseline
2023-09-10,2023,9,10,Sunday,Post-Monsoon,113,Moderate,40.5,57.6,14.6,5.9,1.16,24.1,Interpolated_from_baseline
2023-09-11,2023,9,11,Monday,Post-Monsoon,137,Moderate,50.2,70.2,19.5,7.0,1.41,23.0,Interpolated_from_baseline
2023-09-12,2023,9,12,Tuesday,Post-Monsoon,118,Moderate,42.4,60.7,14.2,5.3,1.33,20.6,Interpolated_from_baseline
2023-09-13,2023,9,13,Wednesday,Post-Monsoon,130,Moderate,47.4,68.4,16.5,6.5,1.21,22.1,Interpolated_from_baseline
2023-09-14,2023,9,14,Thursday,Post-Monsoon,114,Moderate,40.8,64.3,15.7,5.9,1.12,21.3,Interpolated_from_baseline
2023-09-15,2023,9,15,Friday,Post-Monsoon,93,Satisfactory,32.3,49.3,13.4,4.8,0.94,23.0,Interpolated_from_baseline
2023-09-16,2023,9,16,Saturday,Post-Monsoon,95,Satisfactory,33.2,49.8,13.7,4.3,0.99,20.7,Interpolated_from_baseline
2023-09-17,2023,9,17,Sunday,Post-Monsoon,102,Moderate,36.0,53.8,12.1,5.1,1.09,21.3,Interpolated_from_baseline
2023-09-18,2023,9,18,Monday,Post-Monsoon,124,Moderate,44.9,71.3,15.6,6.2,1.18,24.2,Interpolated_from_baseline
2023-09-19,2023,9,19,Tuesday,Post-Monsoon,118,Moderate,42.6,67.6,16.0,6.7,1.22,22.5,Interpolated_from_baseline
2023-09-20,2023,9,20,Wednesday,Post-Monsoon,114,Moderate,40.6,56.7,16.3,6.3,1.22,20.0,Interpolated_from_baseline
2023-09-21,2023,9,21,Thursday,Post-Monsoon,108,Moderate,38.2,55.0,13.4,5.2,0.98,23.9,Interpolated_from_baseline
2023-09-22,2023,9,22,Friday,Post-Monsoon,91,Satisfactory,30.9,45.2,11.3,4.5,0.89,23.8,Interpolated_from_baseline
2023-09-23,2023,9,23,Saturday,Post-Monsoon,108,Moderate,38.5,57.2,16.0,6.1,1.02,23.9,Interpolated_from_baseline
2023-09-24,2023,9,24,Sunday,Post-Monsoon,104,Moderate,36.6,53.3,14.8,5.8,1.12,23.3,Interpolated_from_baseline
2023-09-25,2023,9,25,Monday,Post-Monsoon,110,Moderate,39.2,56.4,13.1,5.4,1.03,22.9,Interpolated_from_baseline
2023-09-26,2023,9,26,Tuesday,Post-Monsoon,112,Moderate,39.8,60.5,15.9,5.1,1.24,23.9,Interpolated_from_baseline
2023-09-27,2023,9,27,Wednesday,Post-Monsoon,111,Moderate,39.6,58.7,15.1,6.1,1.04,22.0,Interpolated_from_baseline
2023-09-28,2023,9,28,Thursday,Post-Monsoon,98,Satisfactory,34.6,50.3,11.5,4.2,0.9,24.0,Interpolated_from_baseline
2023-09-29,2023,9,29,Friday,Post-Monsoon,108,Moderate,38.2,57.2,15.8,5.3,1.04,22.0,Interpolated_from_baseline
2023-09-30,2023,9,30,Saturday,Post-Monsoon,93,Satisfactory,32.2,48.9,11.1,4.8,0.95,20.5,Interpolated_from_baseline
2023-10-01,2023,10,1,Sunday,Post-Monsoon,151,Moderate,56.0,75.7,21.7,8.0,1.27,27.5,Interpolated_from_baseline
2023-10-02,2023,10,2,Monday,Post-Monsoon,155,Moderate,63.5,99.5,21.6,8.2,1.47,24.0,Interpolated_from_baseline
2023-10-03,2023,10,3,Tuesday,Post-Monsoon,153,Moderate,59.8,81.4,22.7,7.6,1.53,27.5,Interpolated_from_baseline
2023-10-04,2023,10,4,Wednesday,Post-Monsoon,156,Moderate,65.6,92.5,24.6,9.6,1.64,23.2,Interpolated_from_baseline
2023-10-05,2023,10,5,Thursday,Post-Monsoon,159,Moderate,71.3,110.1,25.6,9.4,1.76,24.6,Interpolated_from_baseline
2023-10-06,2023,10,6,Friday,Post-Monsoon,157,Moderate,66.4,100.7,21.3,9.4,1.68,22.6,Interpolated_from_baseline
2023-10-07,2023,10,7,Saturday,Post-Monsoon,154,Moderate,62.2,87.0,24.0,8.1,1.6,23.6,Interpolated_from_baseline
2023-10-08,2023,10,8,Sunday,Post-Monsoon,152,Moderate,56.9,77.6,20.9,8.2,1.57,23.0,Interpolated_from_baseline
2023-10-09,2023,10,9,Monday,Post-Monsoon,157,Moderate,66.7,96.8,22.2,9.2,1.79,24.9,Interpolated_from_baseline
2023-10-10,2023,10,10,Tuesday,Post-Monsoon,142,Moderate,52.1,75.3,20.2,8.5,1.47,26.4,Interpolated_from_baseline
2023-10-11,2023,10,11,Wednesday,Post-Monsoon,137,Moderate,50.3,71.0,19.1,7.2,1.2,26.7,Interpolated_from_baseline
2023-10-12,2023,10,12,Thursday,Post-Monsoon,163,Moderate,78.5,117.1,31.3,11.9,2.05,22.8,Interpolated_from_baseline
2023-10-13,2023,10,13,Friday,Post-Monsoon,152,Moderate,57.8,84.3,19.3,9.0,1.48,25.9,Interpolated_from_baseline
2023-10-14,2023,10,14,Saturday,Post-Monsoon,148,Moderate,54.5,73.8,17.5,9.0,1.47,24.3,Interpolated_from_baseline
2023-10-15,2023,10,15,Sunday,Post-Monsoon,152,Moderate,58.3,82.0,20.4,9.2,1.54,23.4,Interpolated_from_baseline
2023-10-16,2023,10,16,Monday,Post-Monsoon,159,Moderate,71.2,99.7,22.9,9.1,2.02,24.0,Interpolated_from_baseline
2023-10-17,2023,10,17,Tuesday,Post-Monsoon,157,Moderate,67.8,102.9,25.4,9.5,1.6,23.1,Interpolated_from_baseline
2023-10-18,2023,10,18,Wednesday,Post-Monsoon,160,Moderate,72.3,107.6,26.5,9.1,2.05,26.5,Interpolated_from_baseline
2023-10-19,2023,10,19,Thursday,Post-Monsoon,157,Moderate,66.5,93.5,27.0,10.0,1.73,26.2,Interpolated_from_baseline
2023-10-20,2023,10,20,Friday,Post-Monsoon,157,Moderate,66.4,90.8,23.2,10.9,1.58,24.4,Interpolated_from_baseline
2023-10-21,2023,10,21,Saturday,Post-Monsoon,156,Moderate,64.4,92.7,23.1,9.7,1.81,23.7,Interpolated_from_baseline
2023-10-22,2023,10,22,Sunday,Post-Monsoon,151,Moderate,55.5,85.7,20.9,7.6,1.52,26.8,Interpolated_from_baseline
2023-10-23,2023,10,23,Monday,Post-Monsoon,153,Moderate,60.3,92.6,24.1,8.1,1.63,24.8,Interpolated_from_baseline
2023-10-24,2023,10,24,Tuesday,Post-Monsoon,156,Moderate,66.0,100.2,24.9,8.7,1.7,27.4,Interpolated_from_baseline
2023-10-25,2023,10,25,Wednesday,Post-Monsoon,157,Moderate,67.9,105.7,22.0,8.9,1.58,26.1,Interpolated_from_baseline
2023-10-26,2023,10,26,Thursday,Post-Monsoon,152,Moderate,58.4,85.0,23.0,9.1,1.5,25.5,Interpolated_from_baseline
2023-10-27,2023,10,27,Friday,Post-Monsoon,157,Moderate,66.8,97.3,23.1,9.9,1.78,26.9,Interpolated_from_baseline
2023-10-28,2023,10,28,Saturday,Post-Monsoon,156,Moderate,65.8,90.5,23.7,8.2,1.57,26.1,Interpolated_from_baseline
2023-10-29,2023,10,29,Sunday,Post-Monsoon,154,Moderate,61.6,96.7,20.2,8.7,1.68,23.5,Interpolated_from_baseline
2023-10-30,2023,10,30,Monday,Post-Monsoon,161,Moderate,74.9,111.0,25.2,10.4,2.04,25.3,Interpolated_from_baseline
2023-10-31,2023,10,31,Tuesday,Post-Monsoon,156,Moderate,65.3,87.5,25.2,8.2,1.76,23.5,Interpolated_from_baseline
2023-11-01,2023,11,1,Wednesday,Post-Monsoon,169,Moderate,89.4,125.0,30.7,14.7,2.32,22.0,Interpolated_from_baseline
2023-11-02,2023,11,2,Thursday,Post-Monsoon,172,Moderate,95.3,134.1,35.3,17.8,2.47,20.4,Interpolated_from_baseline
2023-11-03,2023,11,3,Friday,Post-Monsoon,161,Moderate,75.3,111.6,24.9,13.7,1.73,21.2,Interpolated_from_baseline
2023-11-04,2023,11,4,Saturday,Post-Monsoon,156,Moderate,65.4,87.9,25.0,11.4,1.61,18.3,Interpolated_from_baseline
2023-11-05,2023,11,5,Sunday,Post-Monsoon,173,Moderate,98.3,142.7,37.8,18.1,2.51,19.1,Interpolated_from_baseline
2023-11-06,2023,11,6,Monday,Post-Monsoon,180,Moderate,112.6,170.3,42.2,17.2,2.39,19.3,Interpolated_from_baseline
2023-11-07,2023,11,7,Tuesday,Post-Monsoon,173,Moderate,98.3,147.8,37.0,16.9,2.14,19.3,Interpolated_from_baseline
2023-11-08,2023,11,8,Wednesday,Post-Monsoon,175,Moderate,101.1,143.8,34.2,16.2,2.46,20.9,Interpolated_from_baseline
2023-11-09,2023,11,9,Thursday,Post-Monsoon,163,Moderate,79.6,116.9,31.9,12.3,1.85,21.4,Interpolated_from_baseline
2023-11-10,2023,11,10,Friday,Post-Monsoon,180,Moderate,110.9,156.5,42.3,19.9,2.43,19.4,Interpolated_from_baseline
2023-11-11,2023,11,11,Saturday,Post-Monsoon,166,Moderate,84.3,117.3,35.0,13.7,1.97,21.5,Interpolated_from_baseline
2023-11-12,2023,11,12,Sunday,Post-Monsoon,156,Moderate,65.3,99.0,22.6,12.5,1.54,19.9,Interpolated_from_baseline
2023-11-13,2023,11,13,Monday,Post-Monsoon,169,Moderate,90.4,128.6,35.8,17.1,1.97,20.4,Interpolated_from_baseline
2023-11-14,2023,11,14,Tuesday,Post-Monsoon,179,Moderate,110.0,148.9,43.7,20.2,2.9,18.3,Interpolated_from_baseline
2023-11-15,2023,11,15,Wednesday,Post-Monsoon,169,Moderate,89.6,123.9,31.6,17.6,2.0,19.1,Interpolated_from_baseline
2023-11-16,2023,11,16,Thursday,Post-Monsoon,168,Moderate,88.5,132.5,32.8,16.8,1.88,20.0,Interpolated_from_baseline
2023-11-17,2023,11,17,Friday,Post-Monsoon,156,Moderate,64.3,90.2,26.4,9.6,1.59,21.9,Interpolated_from_baseline
2023-11-18,2023,11,18,Saturday,Post-Monsoon,170,Moderate,91.7,133.1,38.0,13.9,2.14,19.0,Interpolated_from_baseline
2023-11-19,2023,11,19,Sunday,Post-Monsoon,169,Moderate,90.8,124.2,34.6,15.7,2.4,20.4,Interpolated_from_baseline
2023-11-20,2023,11,20,Monday,Post-Monsoon,162,Moderate,77.1,108.2,26.2,12.1,1.71,19.0,Interpolated_from_baseline
2023-11-21,2023,11,21,Tuesday,Post-Monsoon,170,Moderate,92.9,134.0,31.6,18.0,2.32,18.3,Interpolated_from_baseline
2023-11-22,2023,11,22,Wednesday,Post-Monsoon,176,Moderate,103.2,153.3,39.1,15.8,2.43,19.9,Interpolated_from_baseline
2023-11-23,2023,11,23,Thursday,Post-Monsoon,172,Moderate,95.5,136.5,35.1,17.5,2.29,18.2,Interpolated_from_baseline
2023-11-24,2023,11,24,Friday,Post-Monsoon,174,Moderate,100.6,144.9,40.5,17.4,2.13,21.1,Interpolated_from_baseline
2023-11-25,2023,11,25,Saturday,Post-Monsoon,162,Moderate,76.5,104.1,27.5,14.4,1.83,18.8,Interpolated_from_baseline
2023-11-26,2023,11,26,Sunday,Post-Monsoon,161,Moderate,75.0,114.3,30.7,14.6,1.67,19.8,Interpolated_from_baseline
2023-11-27,2023,11,27,Monday,Post-Monsoon,174,Moderate,100.3,145.1,37.6,15.5,2.47,21.3,Interpolated_from_baseline
2023-11-28,2023,11,28,Tuesday,Post-Monsoon,169,Moderate,89.9,126.8,35.9,17.9,1.98,20.1,Interpolated_from_baseline
2023-11-29,2023,11,29,Wednesday,Post-Monsoon,174,Moderate,100.7,146.6,39.0,19.2,2.33,21.7,Interpolated_from_baseline
2023-11-30,2023,11,30,Thursday,Post-Monsoon,165,Moderate,83.4,120.5,28.7,15.5,2.12,19.3,Interpolated_from_baseline
2023-12-01,2023,12,1,Friday,Winter,170,Moderate,92.5,129.2,38.1,17.1,1.99,17.8,Interpolated_from_baseline
2023-12-02,2023,12,2,Saturday,Winter,166,Moderate,83.9,125.7,28.4,16.5,2.12,18.0,Interpolated_from_baseline
2023-12-03,2023,12,3,Sunday,Winter,167,Moderate,87.3,138.3,34.2,16.0,1.89,19.4,Interpolated_from_baseline
2023-12-04,2023,12,4,Monday,Winter,175,Moderate,101.6,147.7,35.1,15.3,2.42,18.1,Interpolated_from_baseline
2023-12-05,2023,12,5,Tuesday,Winter,176,Moderate,103.1,141.4,41.0,16.5,2.63,19.1,Interpolated_from_baseline
2023-12-06,2023,12,6,Wednesday,Winter,174,Moderate,100.2,148.3,39.6,16.7,2.34,19.2,Interpolated_from_baseline
2023-12-07,2023,12,7,Thursday,Winter,159,Moderate,71.8,105.5,29.2,12.0,1.56,18.8,Interpolated_from_baseline
2023-12-08,2023,12,8,Friday,Winter,169,Moderate,89.4,138.3,30.4,14.5,1.92,17.5,Interpolated_from_baseline
2023-12-09,2023,12,9,Saturday,Winter,177,Moderate,105.2,158.4,40.8,17.7,2.68,17.9,Interpolated_from_baseline
2023-12-10,2023,12,10,Sunday,Winter,166,Moderate,84.7,134.1,32.9,13.3,2.08,17.4,Interpolated_from_baseline
2023-12-11,2023,12,11,Monday,Winter,169,Moderate,91.0,126.9,37.2,14.7,2.31,17.2,Interpolated_from_baseline
2023-12-12,2023,12,12,Tuesday,Winter,173,Moderate,98.7,148.5,38.9,17.5,2.21,17.0,Interpolated_from_baseline
2023-12-13,2023,12,13,Wednesday,Winter,175,Moderate,102.3,159.4,41.0,19.6,2.5,17.1,Interpolated_from_baseline
2023-12-14,2023,12,14,Thursday,Winter,173,Moderate,98.5,154.3,38.6,17.7,2.1,17.8,Interpolated_from_baseline
2023-12-15,2023,12,15,Friday,Winter,179,Moderate,109.2,161.8,39.9,22.0,2.33,17.7,Interpolated_from_baseline
2023-12-16,2023,12,16,Saturday,Winter,167,Moderate,86.9,118.4,34.6,17.3,1.94,19.3,Interpolated_from_baseline
2023-12-17,2023,12,17,Sunday,Winter,171,Moderate,93.6,143.2,37.8,14.1,2.45,18.8,Interpolated_from_baseline
2023-12-18,2023,12,18,Monday,Winter,171,Moderate,93.4,133.1,37.9,15.4,2.39,16.6,Interpolated_from_baseline
2023-12-19,2023,12,19,Tuesday,Winter,174,Moderate,100.6,138.4,35.5,15.2,2.35,17.3,Interpolated_from_baseline
2023-12-20,2023,12,20,Wednesday,Winter,183,Moderate,117.7,175.8,42.2,19.5,2.93,16.4,Interpolated_from_baseline
2023-12-21,2023,12,21,Thursday,Winter,178,Moderate,107.4,167.9,37.4,16.6,2.37,19.1,Interpolated_from_baseline
2023-12-22,2023,12,22,Friday,Winter,182,Moderate,116.2,158.2,44.6,23.6,2.97,18.1,Interpolated_from_baseline
2023-12-23,2023,12,23,Saturday,Winter,163,Moderate,78.3,107.7,32.4,14.5,1.99,19.4,Interpolated_from_baseline
2023-12-24,2023,12,24,Sunday,Winter,169,Moderate,90.6,134.8,34.3,15.7,2.04,17.8,Interpolated_from_baseline
2023-12-25,2023,12,25,Monday,Winter,175,Moderate,102.3,159.9,38.0,18.6,2.48,18.3,Interpolated_from_baseline
2023-12-26,2023,12,26,Tuesday,Winter,180,Moderate,112.3,170.5,39.6,19.9,2.39,17.6,Interpolated_from_baseline
2023-12-27,2023,12,27,Wednesday,Winter,185,Moderate,121.5,191.6,46.8,23.0,2.86,18.5,Interpolated_from_baseline
2023-12-28,2023,12,28,Thursday,Winter,171,Moderate,94.4,129.3,33.4,16.0,2.21,16.4,Interpolated_from_baseline
2023-12-29,2023,12,29,Friday,Winter,170,Moderate,91.4,144.6,33.0,16.0,1.99,18.4,Interpolated_from_baseline
2023-12-30,2023,12,30,Saturday,Winter,164,Moderate,80.8,114.7,28.3,14.3,1.68,16.2,Interpolated_from_baseline
2023-12-31,2023,12,31,Sunday,Winter,166,Moderate,84.9,130.9,32.5,15.0,1.9,19.6,Interpolated_from_baseline
2024-01-01,2024,1,1,Monday,Winter,237,Poor,186.8,255.9,71.7,26.4,4.32,22.0,APPCB_measured
2024-01-02,2024,1,2,Tuesday,Winter,314,Very Poor,264.0,386.8,80.0,48.5,5.0,21.0,APPCB_measured
2024-01-03,2024,1,3,Wednesday,Winter,326,Very Poor,276.0,399.7,80.0,49.6,5.0,22.5,APPCB_measured
2024-01-04,2024,1,4,Thursday,Winter,270,Poor,220.5,340.2,80.0,38.7,4.66,22.6,APPCB_measured
2024-01-05,2024,1,5,Friday,Winter,145,Moderate,53.5,75.4,17.9,8.8,1.34,20.3,APPCB_measured
2024-01-06,2024,1,6,Saturday,Winter,139,Moderate,51.0,74.3,18.4,7.2,1.2,23.1,APPCB_measured
2024-01-07,2024,1,7,Sunday,Winter,151,Moderate,56.3,77.0,20.3,10.2,1.41,22.8,APPCB_measured
2024-01-08,2024,1,8,Monday,Winter,216,Poor,165.2,245.9,54.4,27.5,4.36,22.5,APPCB_measured
2024-01-09,2024,1,9,Tuesday,Winter,159,Moderate,71.6,111.3,28.2,10.2,1.88,20.1,Interpolated_from_baseline
2024-01-10,2024,1,10,Wednesday,Winter,310,Very Poor,259.6,358.9,80.0,40.6,5.0,21.9,APPCB_measured
2024-01-11,2024,1,11,Thursday,Winter,316,Very Poor,266.1,361.8,80.0,43.3,5.0,23.0,APPCB_measured
2024-01-12,2024,1,12,Friday,Winter,276,Poor,226.0,349.8,80.0,35.4,5.0,21.0,APPCB_measured
2024-01-13,2024,1,13,Saturday,Winter,260,Poor,210.1,322.4,77.4,36.6,5.0,23.6,APPCB_measured
2024-01-14,2024,1,14,Sunday,Winter,315,Very Poor,264.6,383.8,80.0,43.4,5.0,22.4,APPCB_measured
2024-01-15,2024,1,15,Monday,Winter,299,Poor,248.9,376.1,80.0,35.8,5.0,20.4,APPCB_measured
2024-01-16,2024,1,16,Tuesday,Winter,155,Moderate,62.7,89.7,21.5,8.6,1.56,22.6,APPCB_measured
2024-01-17,2024,1,17,Wednesday,Winter,112,Moderate,40.0,54.6,14.6,6.0,1.0,22.5,APPCB_measured
2024-01-18,2024,1,18,Thursday,Winter,157,Moderate,67.1,106.1,24.8,11.3,1.47,21.9,Interpolated_from_baseline
2024-01-19,2024,1,19,Friday,Winter,137,Moderate,50.1,73.5,20.8,7.7,1.07,19.9,APPCB_measured
2024-01-20,2024,1,20,Saturday,Winter,109,Moderate,38.7,53.7,12.8,6.7,0.92,21.1,APPCB_measured
2024-01-21,2024,1,21,Sunday,Winter,149,Moderate,54.9,75.6,22.7,8.3,1.44,22.5,APPCB_measured
2024-01-22,2024,1,22,Monday,Winter,117,Moderate,42.0,66.4,14.9,7.6,0.98,21.5,APPCB_measured
2024-01-23,2024,1,23,Tuesday,Winter,268,Poor,218.1,322.0,74.7,35.5,5.0,23.2,APPCB_measured
2024-01-24,2024,1,24,Wednesday,Winter,152,Moderate,57.5,83.5,20.4,8.5,1.28,20.1,APPCB_measured
2024-01-25,2024,1,25,Thursday,Winter,91,Satisfactory,31.2,44.1,13.0,5.1,0.72,22.4,APPCB_measured
2024-01-26,2024,1,26,Friday,Winter,88,Satisfactory,29.6,43.0,11.4,4.7,0.69,24.2,APPCB_measured
2024-01-27,2024,1,27,Saturday,Winter,162,Moderate,76.5,114.4,29.0,12.7,1.7,21.5,APPCB_measured
2024-01-28,2024,1,28,Sunday,Winter,110,Moderate,39.2,57.3,14.8,5.8,1.05,23.8,APPCB_measured
2024-01-29,2024,1,29,Monday,Winter,160,Moderate,73.2,111.2,27.5,13.0,1.6,23.3,Interpolated_from_baseline
2024-01-30,2024,1,30,Tuesday,Winter,158,Moderate,69.8,107.2,24.7,12.4,1.85,20.5,APPCB_measured
2024-01-31,2024,1,31,Wednesday,Winter,150,Moderate,55.4,87.5,20.6,9.8,1.36,21.5,APPCB_measured
2024-02-01,2024,2,1,Thursday,Winter,107,Moderate,38.1,53.0,15.6,5.7,0.94,25.0,APPCB_measured
2024-02-02,2024,2,2,Friday,Winter,98,Satisfactory,34.4,53.2,14.8,5.1,0.91,26.3,APPCB_measured
2024-02-03,2024,2,3,Saturday,Winter,86,Satisfactory,28.7,45.0,10.2,3.9,0.77,24.7,APPCB_measured
2024-02-04,2024,2,4,Sunday,Winter,115,Moderate,41.3,64.2,14.2,7.1,1.0,25.1,APPCB_measured
2024-02-05,2024,2,5,Monday,Winter,117,Moderate,42.1,65.7,14.3,6.4,1.08,26.1,APPCB_measured
2024-02-06,2024,2,6,Tuesday,Winter,113,Moderate,40.2,55.3,14.7,5.9,1.06,23.9,APPCB_measured
2024-02-07,2024,2,7,Wednesday,Winter,145,Moderate,53.2,83.4,18.0,9.4,1.37,26.6,APPCB_measured
2024-02-08,2024,2,8,Thursday,Winter,149,Moderate,54.9,74.0,22.3,9.3,1.43,23.2,APPCB_measured
2024-02-09,2024,2,9,Friday,Winter,126,Moderate,45.7,69.7,18.2,7.6,1.22,25.6,APPCB_measured
2024-02-10,2024,2,10,Saturday,Winter,106,Moderate,37.5,54.7,13.0,5.6,0.9,22.8,APPCB_measured
2024-02-11,2024,2,11,Sunday,Winter,108,Moderate,38.2,52.4,15.8,6.7,0.84,27.3,APPCB_measured
2024-02-12,2024,2,12,Monday,Winter,109,Moderate,38.6,54.6,13.3,5.9,1.02,26.0,APPCB_measured
2024-02-13,2024,2,13,Tuesday,Winter,97,Satisfactory,34.1,46.4,12.8,4.9,0.79,23.9,APPCB_measured
2024-02-14,2024,2,14,Wednesday,Winter,151,Moderate,56.0,87.5,21.0,9.7,1.32,24.9,APPCB_measured
2024-02-15,2024,2,15,Thursday,Winter,152,Moderate,56.7,84.7,24.3,9.0,1.35,25.7,APPCB_measured
